dataset,sample_id,service,locale,duration_s,reference,hypothesis,wer,sentence_error,ins,del,sub,ref_len,first_latency_ms,lbl_ms,upl_ms,upl_self_ms,upl_anchor,speech_start_s,speech_end_s,boundary_fix_action,first_word_start_s,last_word_end_s,vad_truncated_s,error
es-ES_DT1,1l_es-ES_female-DT1/052.Activa el desbloqueo automático de las puertas cuando está estacionado.wav,fast_llm,es-ES,5.89,Activa el desbloqueo automático de las puertas cuando está estacionado,Activa el desbloqueo automático de las puertas cuando está estacionado.,0.0,0,0,0,0,10,6106.5,506.5,1026.6,1036.6,realtime,1.2,5.08,none,,,5.58,
es-ES_DT1,1l_es-ES_female-DT1/052.Activa el desbloqueo automático de las puertas cuando está estacionado.wav,whisper_v3,es-ES,5.89,Activa el desbloqueo automático de las puertas cuando está estacionado,Activa el desbloqueo automático de las puertas cuando está estacionado.,0.0,0,0,0,0,10,6247.4,647.4,1167.6,1047.6,realtime,1.2,5.08,none,,,5.58,
es-ES_DT1,1l_es-ES_female-DT1/052.Activa el desbloqueo automático de las puertas cuando está estacionado.wav,fast_default,es-ES,5.89,Activa el desbloqueo automático de las puertas cuando está estacionado,Activa el desbloqueo automático de las puertas cuando está estacionado.,0.0,0,0,0,0,10,6335.3,734.8,1255.3,1135.3,realtime,1.2,5.08,none,,,5.58,
es-ES_DT1,1r_es-ES_male-DT1/008.Sincroniza las temperaturas.wav,realtime,es-ES,3.8,Sincroniza las temperaturas,Sincroniza las temperaturas.,0.0,0,0,0,0,3,1613.8,292.0,1052.9,1052.9,realtime,1.16,3.04,none,1.16,3.04,,
es-ES_DT1,1r_es-ES_male-DT1/008.Sincroniza las temperaturas.wav,realtime_refine,es-ES,3.8,Sincroniza las temperaturas,Sincroniza las temperaturas.,0.0,0,0,0,0,3,1666.7,605.4,1356.1,1356.1,realtime,1.16,3.04,none,1.13,3.05,,
es-ES_DT1,1r_es-ES_male-DT1/008.Sincroniza las temperaturas.wav,fast_llm,es-ES,3.8,Sincroniza las temperaturas,Sincroniza las temperaturas.,0.0,0,0,0,0,3,4066.6,466.1,1026.6,996.6,realtime,1.16,3.04,none,,,3.54,
es-ES_DT1,1r_es-ES_male-DT1/008.Sincroniza las temperaturas.wav,fast_mai_1,es-ES,3.8,Sincroniza las temperaturas,Sincroniza las temperaturas.,0.0,0,0,0,0,3,4091.3,490.9,1051.5,551.5,realtime,1.16,3.04,none,,,3.54,
es-ES_DT1,1r_es-ES_male-DT1/008.Sincroniza las temperaturas.wav,whisper_v3,es-ES,3.8,Sincroniza las temperaturas,Sincroniza las temperaturas.,0.0,0,0,0,0,3,4180.8,580.5,1140.8,1140.8,realtime,1.16,3.04,none,,,3.54,
es-ES_DT1,1r_es-ES_male-DT1/008.Sincroniza las temperaturas.wav,fast_default,es-ES,3.8,Sincroniza las temperaturas,Sincroniza las temperaturas.,0.0,0,0,0,0,3,4230.6,630.6,1190.7,1190.7,realtime,1.16,3.04,none,,,3.54,
es-ES_DT1,1l_es-ES_male-DT1/136.Pon 100.7 FM.wav,realtime,es-ES,4.04,Pon 100.7 FM,11.7 FM.,0.5,1,0,1,1,4,1715.7,-132.0,658.6,658.6,realtime,1.15,3.31,none,1.15,3.31,,
es-ES_DT1,1l_es-ES_male-DT1/136.Pon 100.7 FM.wav,realtime_refine,es-ES,4.04,Pon 100.7 FM,No.Pon 100.7 FM.,0.25,1,1,0,0,4,2791.6,256.6,1147.0,1147.0,realtime,1.15,3.31,none,0.08,3.21,,
es-ES_DT1,1l_es-ES_male-DT1/136.Pon 100.7 FM.wav,fast_mai_1,es-ES,4.04,Pon 100.7 FM,Pon 100.7 FM.,0.0,0,0,0,0,4,4317.1,416.8,1007.3,507.3,realtime,1.15,3.31,none,,,3.81,
es-ES_DT1,1l_es-ES_male-DT1/136.Pon 100.7 FM.wav,fast_llm,es-ES,4.04,Pon 100.7 FM,Pon 100 7 FM.,0.0,0,0,0,0,4,4377.4,477.0,1067.4,1067.4,realtime,1.15,3.31,none,,,3.81,
es-ES_DT1,1l_es-ES_male-DT1/136.Pon 100.7 FM.wav,whisper_v3,es-ES,4.04,Pon 100.7 FM,Pon 100.7 FM.,0.0,0,0,0,0,4,4491.8,591.7,1181.9,1211.9,realtime,1.15,3.31,none,,,3.81,
es-ES_DT1,1l_es-ES_male-DT1/136.Pon 100.7 FM.wav,fast_default,es-ES,4.04,Pon 100.7 FM,Pon 100.7 FM.,0.0,0,0,0,0,4,4527.9,627.9,1218.1,1248.1,realtime,1.15,3.31,none,,,3.81,
es-ES_DT1,1l_es-ES_male-DT1/060.Enciende el aparcamiento automático.wav,realtime,es-ES,4.03,Enciende el aparcamiento automático,Un apartamento automático.,0.75,1,0,1,2,4,1847.9,-311.1,759.6,759.6,realtime,1.79,3.03,trim_first,1.11,3.03,,
es-ES_DT1,1l_es-ES_male-DT1/060.Enciende el aparcamiento automático.wav,realtime_refine,es-ES,4.03,Enciende el aparcamiento automático,un apartamento automático.,0.75,1,0,1,2,4,1873.0,208.9,969.3,969.3,realtime,1.79,3.03,trim_first,1.1,3.34,,
es-ES_DT1,1l_es-ES_male-DT1/060.Enciende el aparcamiento automático.wav,fast_mai_1,es-ES,4.03,Enciende el aparcamiento automático,"En fin, un apartamento automático.",1.0,1,1,0,3,4,4004.3,404.2,974.3,474.3,realtime,1.79,3.03,trim_first,,,3.53,
es-ES_DT1,1l_es-ES_male-DT1/060.Enciende el aparcamiento automático.wav,fast_llm,es-ES,4.03,Enciende el aparcamiento automático,El Titanic es un aparato automático.,1.25,1,2,0,3,4,4068.6,468.3,1038.8,838.8,realtime,1.79,3.03,trim_first,,,3.53,
es-ES_DT1,1l_es-ES_male-DT1/060.Enciende el aparcamiento automático.wav,whisper_v3,es-ES,4.03,Enciende el aparcamiento automático,un apartamento automático.,0.75,1,0,1,2,4,4885.4,1285.2,1855.4,1685.4,realtime,1.79,3.03,trim_first,,,3.53,
es-ES_DT1,1l_es-ES_male-DT1/060.Enciende el aparcamiento automático.wav,fast_default,es-ES,4.03,Enciende el aparcamiento automático,un apartamento automático.,0.75,1,0,1,2,4,4924.3,1324.3,1894.5,1724.5,realtime,1.79,3.03,trim_first,,,3.53,
es-ES_DT1,2r_es-ES_male-DT1/068.Cierra la página de ajustes de voz.wav,realtime,es-ES,3.98,Cierra la página de ajustes de voz,Cierra la página de ajustes de voz.,0.0,0,0,0,0,7,1248.3,-109.8,720.5,720.5,realtime,1.21,3.17,none,1.21,3.17,,
es-ES_DT1,2r_es-ES_male-DT1/068.Cierra la página de ajustes de voz.wav,realtime_refine,es-ES,3.98,Cierra la página de ajustes de voz,Cierra la página de ajustes de voz.,0.0,0,0,0,0,7,1313.4,325.1,1095.3,1095.3,realtime,1.21,3.17,none,1.15,3.23,,
es-ES_DT1,2r_es-ES_male-DT1/068.Cierra la página de ajustes de voz.wav,fast_llm,es-ES,3.98,Cierra la página de ajustes de voz,Cierra la página de ajustes de voz.,0.0,0,0,0,0,7,4243.5,543.1,1073.6,1093.6,realtime,1.21,3.17,none,,,3.67,
es-ES_DT1,2r_es-ES_male-DT1/068.Cierra la página de ajustes de voz.wav,fast_mai_1,es-ES,3.98,Cierra la página de ajustes de voz,Cierra la página de ajustes de voz.,0.0,0,0,0,0,7,4267.5,567.4,1097.6,597.6,realtime,1.21,3.17,none,,,3.67,
es-ES_DT1,2r_es-ES_male-DT1/068.Cierra la página de ajustes de voz.wav,whisper_v3,es-ES,3.98,Cierra la página de ajustes de voz,Cierra la página de ajustes de voz.,0.0,0,0,0,0,7,4989.7,1289.7,1819.8,1709.8,realtime,1.21,3.17,none,,,3.67,
es-ES_DT1,2r_es-ES_male-DT1/068.Cierra la página de ajustes de voz.wav,fast_default,es-ES,3.98,Cierra la página de ajustes de voz,Cierra la página de ajustes de voz.,0.0,0,0,0,0,7,5018.4,1318.0,1848.5,1738.5,realtime,1.21,3.17,none,,,3.67,
es-ES_DT1,1l_es-ES_male-DT1/029.Abre la página de ajustes del asiento.wav,realtime,es-ES,4.09,Abre la página de ajustes del asiento,Abre la página de ajustes del asiento.,0.0,0,0,0,0,7,1277.6,-111.5,598.8,598.8,realtime,1.11,3.39,none,1.11,3.39,,
es-ES_DT1,1l_es-ES_male-DT1/029.Abre la página de ajustes del asiento.wav,realtime_refine,es-ES,4.09,Abre la página de ajustes del asiento,Abre la página de ajustes del asiento.,0.0,0,0,0,0,7,1233.3,397.2,1008.0,1008.0,realtime,1.11,3.39,none,1.13,3.49,,
es-ES_DT1,1l_es-ES_male-DT1/029.Abre la página de ajustes del asiento.wav,fast_mai_1,es-ES,4.09,Abre la página de ajustes del asiento,Abre la página de ajustes del asiento.,0.0,0,0,0,0,7,4397.2,497.0,1007.2,507.2,realtime,1.11,3.39,none,,,3.89,
es-ES_DT1,1l_es-ES_male-DT1/029.Abre la página de ajustes del asiento.wav,fast_llm,es-ES,4.09,Abre la página de ajustes del asiento,Abre la página de ajustes del asiento.,0.0,0,0,0,0,7,4392.5,492.5,1002.7,1002.7,realtime,1.11,3.39,none,,,3.89,
es-ES_DT1,1l_es-ES_male-DT1/029.Abre la página de ajustes del asiento.wav,fast_default,es-ES,4.09,Abre la página de ajustes del asiento,Abre la página de ajustes del asiento.,0.0,0,0,0,0,7,4551.4,651.0,1161.4,1071.4,realtime,1.11,3.39,none,,,3.89,
es-ES_DT1,1l_es-ES_male-DT1/029.Abre la página de ajustes del asiento.wav,whisper_v3,es-ES,4.09,Abre la página de ajustes del asiento,Abre la página de ajustes del asiento.,0.0,0,0,0,0,7,4555.2,654.9,1165.2,1075.2,realtime,1.11,3.39,none,,,3.89,
es-ES_DT1,2l_es-ES_male-DT1/116.Cambia a la ruta más rápida.wav,realtime,es-ES,3.84,Cambia a la ruta más rápida,Cambia a la ruta más rápida.,0.0,0,0,0,0,6,1235.7,-232.0,608.7,608.7,realtime,1.14,3.06,none,1.14,3.06,,
es-ES_DT1,2l_es-ES_male-DT1/116.Cambia a la ruta más rápida.wav,realtime_refine,es-ES,3.84,Cambia a la ruta más rápida,Cambia a la ruta más rápida.,0.0,0,0,0,0,6,1219.9,317.5,1217.8,1217.8,realtime,1.14,3.06,none,1.16,3.0,,
es-ES_DT1,2l_es-ES_male-DT1/116.Cambia a la ruta más rápida.wav,fast_mai_1,es-ES,3.84,Cambia a la ruta más rápida,Cambia a la ruta más rápida.,0.0,0,0,0,0,6,4056.3,455.9,996.5,496.5,realtime,1.14,3.06,none,,,3.56,
es-ES_DT1,2l_es-ES_male-DT1/116.Cambia a la ruta más rápida.wav,fast_llm,es-ES,3.84,Cambia a la ruta más rápida,Cambia a la ruta más rápida.,0.0,0,0,0,0,6,4142.4,542.1,1082.5,1072.5,realtime,1.14,3.06,none,,,3.56,
es-ES_DT1,2l_es-ES_male-DT1/116.Cambia a la ruta más rápida.wav,whisper_v3,es-ES,3.84,Cambia a la ruta más rápida,Cambia a la ruta más rápida.,0.0,0,0,0,0,6,4183.7,583.4,1123.9,1223.9,realtime,1.14,3.06,none,,,3.56,
es-ES_DT1,2l_es-ES_male-DT1/116.Cambia a la ruta más rápida.wav,fast_default,es-ES,3.84,Cambia a la ruta más rápida,Cambia a la ruta más rápida.,0.0,0,0,0,0,6,4183.3,586.0,1126.3,1226.3,realtime,1.14,3.06,none,,,3.56,
es-ES_DT1,1l_es-ES_female-DT1/062.Enciende la advertencia de colisión trasera.wav,realtime,es-ES,4.43,Enciende la advertencia de colisión trasera,En Soto la opencia de colusión sexy.,0.8333,1,1,0,4,6,1536.3,-158.6,682.1,682.1,realtime,1.22,3.14,trim_last,1.22,3.66,,
es-ES_DT1,1l_es-ES_female-DT1/062.Enciende la advertencia de colisión trasera.wav,realtime_refine,es-ES,4.43,Enciende la advertencia de colisión trasera,En falta la advertencia de comisión de sí.,0.8333,1,2,0,3,6,1528.2,449.1,999.7,999.7,realtime,1.22,3.14,trim_last,1.23,3.95,,
es-ES_DT1,1l_es-ES_female-DT1/062.Enciende la advertencia de colisión trasera.wav,fast_mai_1,es-ES,4.43,Enciende la advertencia de colisión trasera,"Enfrenta la advertencia de colisión, Rosy.",0.3333,1,0,0,2,6,4158.4,458.0,1018.4,518.4,realtime,1.22,3.14,trim_last,,,3.64,
es-ES_DT1,1l_es-ES_female-DT1/062.Enciende la advertencia de colisión trasera.wav,fast_llm,es-ES,4.43,Enciende la advertencia de colisión trasera,"En cuanto a la urgencia de conducción, sí.",1.0,1,2,0,4,6,4243.7,543.5,1103.9,613.9,realtime,1.22,3.14,trim_last,,,3.64,
es-ES_DT1,1l_es-ES_female-DT1/062.Enciende la advertencia de colisión trasera.wav,fast_default,es-ES,4.43,Enciende la advertencia de colisión trasera,En cuanto a la obegencia de colisiones así.,1.0,1,2,0,4,6,4298.6,598.0,1158.7,698.7,realtime,1.22,3.14,trim_last,,,3.64,
es-ES_DT1,1l_es-ES_female-DT1/062.Enciende la advertencia de colisión trasera.wav,whisper_v3,es-ES,4.43,Enciende la advertencia de colisión trasera,En cuanto a la obegencia de colisiones así.,1.0,1,2,0,4,6,4307.1,606.8,1167.2,707.2,realtime,1.22,3.14,trim_last,,,3.64,
es-ES_DT1,1l_es-ES_female-DT1/066.Abre la pantalla de curva de consumo de energía.wav,realtime,es-ES,4.58,Abre la pantalla de curva de consumo de energía,Abre la pantalla de tienda de consumo. Dn.,0.3333,1,0,1,2,9,1287.4,-517.0,603.6,603.6,realtime,1.2,3.48,none,1.2,3.48,,
es-ES_DT1,1l_es-ES_female-DT1/066.Abre la pantalla de curva de consumo de energía.wav,realtime_refine,es-ES,4.58,Abre la pantalla de curva de consumo de energía,Abre la pantalla de funda de consumo de él.,0.2222,1,0,0,2,9,1236.7,9.5,1220.0,1220.0,realtime,1.2,3.48,none,1.23,3.39,,
es-ES_DT1,1l_es-ES_female-DT1/066.Abre la pantalla de curva de consumo de energía.wav,fast_mai_1,es-ES,4.58,Abre la pantalla de curva de consumo de energía,Abre la pantalla de curva de consumo de N.,0.1111,1,0,0,1,9,4421.9,421.7,942.0,442.0,realtime,1.2,3.48,none,,,3.98,
es-ES_DT1,1l_es-ES_female-DT1/066.Abre la pantalla de curva de consumo de energía.wav,fast_llm,es-ES,4.58,Abre la pantalla de curva de consumo de energía,Abre la pantalla de curva de consumo de energía.,0.0,0,0,0,0,9,4478.3,478.2,998.3,968.3,realtime,1.2,3.48,none,,,3.98,
es-ES_DT1,1l_es-ES_female-DT1/066.Abre la pantalla de curva de consumo de energía.wav,fast_default,es-ES,4.58,Abre la pantalla de curva de consumo de energía,Abre la pantalla de funda de consumo de energía.,0.1111,1,0,0,1,9,4631.1,630.8,1151.2,1071.2,realtime,1.2,3.48,none,,,3.98,
es-ES_DT1,1l_es-ES_female-DT1/066.Abre la pantalla de curva de consumo de energía.wav,whisper_v3,es-ES,4.58,Abre la pantalla de curva de consumo de energía,Abre la pantalla de funda de consumo de energía.,0.1111,1,0,0,1,9,4645.9,646.9,1167.4,1087.4,realtime,1.2,3.48,none,,,3.98,
es-ES_DT1,1r_es-ES_female-DT1/148.Ignora la llamada.wav,realtime,es-ES,3.02,Ignora la llamada,Ignora la llamada.,0.0,0,0,0,0,3,977.3,-332.1,518.4,518.4,realtime,1.09,2.25,none,1.09,2.25,,
es-ES_DT1,1r_es-ES_female-DT1/148.Ignora la llamada.wav,realtime_refine,es-ES,3.02,Ignora la llamada,Ignora la llamada.,0.0,0,0,0,0,3,947.9,94.9,825.1,825.1,realtime,1.09,2.25,none,1.13,2.37,,
es-ES_DT1,1r_es-ES_female-DT1/148.Ignora la llamada.wav,fast_llm,es-ES,3.02,Ignora la llamada,Ignora la llamada.,0.0,0,0,0,0,3,3238.5,438.1,988.5,968.5,realtime,1.09,2.25,none,,,2.75,
es-ES_DT1,1r_es-ES_female-DT1/148.Ignora la llamada.wav,fast_mai_1,es-ES,3.02,Ignora la llamada,Ignora la llamada.,0.0,0,0,0,0,3,3268.6,468.3,1018.8,518.8,realtime,1.09,2.25,none,,,2.75,
es-ES_DT1,1r_es-ES_female-DT1/148.Ignora la llamada.wav,whisper_v3,es-ES,3.02,Ignora la llamada,Ignora la llamada.,0.0,0,0,0,0,3,3385.6,585.1,1135.8,1025.8,realtime,1.09,2.25,none,,,2.75,
es-ES_DT1,1r_es-ES_female-DT1/148.Ignora la llamada.wav,fast_default,es-ES,3.02,Ignora la llamada,Ignora la llamada.,0.0,0,0,0,0,3,3393.5,593.3,1143.5,1033.5,realtime,1.09,2.25,none,,,2.75,
es-ES_DT1,1l_es-ES_male-DT1/042.Enciende los faros inteligentes.wav,realtime,es-ES,4.02,Enciende los faros inteligentes,Enciende los faros inteligentes.,0.0,0,0,0,0,4,1327.4,-102.8,707.4,707.4,realtime,1.13,3.29,none,1.13,3.29,,
es-ES_DT1,1l_es-ES_male-DT1/042.Enciende los faros inteligentes.wav,realtime_refine,es-ES,4.02,Enciende los faros inteligentes,Enciende los faros inteligentes.,0.0,0,0,0,0,4,1309.7,227.1,1007.4,1007.4,realtime,1.13,3.29,none,1.16,3.32,,
es-ES_DT1,1l_es-ES_male-DT1/042.Enciende los faros inteligentes.wav,fast_mai_1,es-ES,4.02,Enciende los faros inteligentes,Enciende los faros inteligentes.,0.0,0,0,0,0,4,4244.8,444.5,954.9,454.9,realtime,1.13,3.29,none,,,3.79,
es-ES_DT1,1l_es-ES_male-DT1/042.Enciende los faros inteligentes.wav,fast_llm,es-ES,4.02,Enciende los faros inteligentes,Enciende los faros inteligentes.,0.0,0,0,0,0,4,4274.4,474.4,984.5,964.5,realtime,1.13,3.29,none,,,3.79,
es-ES_DT1,1l_es-ES_male-DT1/042.Enciende los faros inteligentes.wav,whisper_v3,es-ES,4.02,Enciende los faros inteligentes,Enciende los faros inteligentes.,0.0,0,0,0,0,4,4381.2,580.9,1091.3,1101.3,realtime,1.13,3.29,none,,,3.79,
es-ES_DT1,1l_es-ES_male-DT1/042.Enciende los faros inteligentes.wav,fast_default,es-ES,4.02,Enciende los faros inteligentes,Enciende los faros inteligentes.,0.0,0,0,0,0,4,4395.0,596.1,1106.8,1116.8,realtime,1.13,3.29,none,,,3.79,
es-ES_DT1,2r_es-ES_female-DT1/136.Pon 100.7 FM.wav,realtime,es-ES,3.77,Pon 100.7 FM,,1.0,1,0,4,0,4,,,,,realtime,,,skip,,,,
es-ES_DT1,2r_es-ES_female-DT1/136.Pon 100.7 FM.wav,realtime_refine,es-ES,3.77,Pon 100.7 FM,Con 100.7 FM.,0.25,1,0,0,1,4,1566.0,-64.3,1096.1,1096.1,realtime,,,skip,1.2,2.64,,
es-ES_DT1,2r_es-ES_female-DT1/136.Pon 100.7 FM.wav,fast_mai_1,es-ES,3.77,Pon 100.7 FM,100.7 FM.,0.25,1,0,1,0,4,4279.6,479.4,509.7,509.7,self,,,skip,,,,
es-ES_DT1,2r_es-ES_female-DT1/136.Pon 100.7 FM.wav,fast_llm,es-ES,3.77,Pon 100.7 FM,100.7 FM.,0.25,1,0,1,0,4,4278.6,478.1,1528.7,1528.7,self,,,skip,,,,
es-ES_DT1,2r_es-ES_female-DT1/136.Pon 100.7 FM.wav,fast_default,es-ES,3.77,Pon 100.7 FM,Con 100.7 FM.,0.25,1,0,0,1,4,4409.9,610.5,1690.9,1690.9,self,,,skip,,,,
es-ES_DT1,2r_es-ES_female-DT1/136.Pon 100.7 FM.wav,whisper_v3,es-ES,3.77,Pon 100.7 FM,Con 100.7 FM.,0.25,1,0,0,1,4,4396.3,596.8,1676.9,1676.9,self,,,skip,,,,
es-ES_DT1,1r_es-ES_male-DT1/027.Inclina el respaldo hacia adelante un poco.wav,realtime,es-ES,4.5,Inclina el respaldo hacia adelante un poco,Inclina el respaldo hacia adelante un poco.,0.0,0,0,0,0,7,1369.2,32.2,762.6,762.6,realtime,1.13,3.77,none,1.13,3.77,,
es-ES_DT1,1r_es-ES_male-DT1/027.Inclina el respaldo hacia adelante un poco.wav,realtime_refine,es-ES,4.5,Inclina el respaldo hacia adelante un poco,Inclina el respaldo hacia adelante un poco.,0.0,0,0,0,0,7,1328.5,443.5,1143.8,1143.8,realtime,1.13,3.77,none,1.16,3.8,,
